TypeAnomaly,Severity,City,DetectionDateTime
Excessive Wind,Critical,Tenno,1990-09-23T11:44:31
Reduced Visibility,Medium,Trento,1990-09-24T10:29:21
Solid Precipitation,High,Predazzo,1990-09-24T01:47:24
Excessive Precipitation,High,Arco,1990-09-24T21:16:45
Solid Precipitation,Low,Arco,1990-09-25T12:32:11
Solid Precipitation,Critical,Povo,1990-09-25T05:55:07
Prolonged Low Precipitation,Low,Povo,1990-09-27T13:38:30
Too Hot Temperature,Medium,Tenno,1990-09-28T20:24:05
Too Hot Temperature,Medium,Rovereto,1990-09-28T22:49:02
Too Cold Temperature,Critical,Cavalese,1990-09-29T07:18:18
Reduced Visibility,Low,Predazzo,1990-09-30T17:08:38
Excessive Wind,Low,Arco,1990-09-30T12:19:01
Solid Precipitation,High,Trento,1990-10-02T23:38:35
Too Cold Temperature,Low,Trento,1990-10-02T17:40:15
Reduced Visibility,High,Lavarone,1990-10-04T05:50:39
Prolonged Low Precipitation,High,Arco,1990-10-04T13:42:17
Excessive Precipitation,Critical,Tenno,1990-10-04T01:40:15
Reduced Visibility,High,Cavalese,1990-10-05T15:09:36
Reduced Visibility,Medium,Povo,1990-10-07T06:59:46
Reduced Visibility,Low,Cavalese,1990-10-07T01:43:49
Excessive Precipitation,High,Predazzo,1990-10-07T02:59:10
Solid Precipitation,High,Arco,1990-10-11T12:22:22
Excessive Wind,Low,Tenno,1990-10-13T08:24:13
Too Cold Temperature,Medium,Povo,1990-10-13T15:14:59
Reduced Visibility,Medium,Povo,1990-10-13T17:51:54
Prolonged Low Precipitation,Low,Mezzana,1990-10-15T13:11:54
Reduced Visibility,High,Lavarone,1990-10-16T13:32:25
Too Cold Temperature,High,Tenno,1990-10-17T14:10:54
Solid Precipitation,Low,Tenno,1990-10-18T23:35:03
Solid Precipitation,Critical,Trento,1990-10-19T21:44:11
Too Cold Temperature,Medium,Povo,1990-10-19T07:57:12
Too Hot Temperature,Low,Trento,1990-10-20T19:37:41
Prolonged Low Precipitation,High,Tenno,1990-10-20T00:35:48
Excessive Precipitation,High,Rovereto,1990-10-20T22:15:18
Too Cold Temperature,Critical,Trento,1990-10-21T20:54:32
Excessive Precipitation,Critical,Cavalese,1990-10-23T02:53:41
Solid Precipitation,Medium,Telve,1990-10-23T17:06:52
Excessive Wind,High,Tenno,1990-10-24T02:38:44
Prolonged Low Precipitation,High,Predazzo,1990-10-24T03:57:44
Excessive Precipitation,High,Tenno,1990-10-25T15:13:55
Prolonged Low Precipitation,Low,Trento,1990-10-25T05:28:30
Too Cold Temperature,Medium,Trento,1990-10-25T16:40:04
Prolonged Low Precipitation,Medium,Lavarone,1990-10-26T17:49:50
Excessive Precipitation,Low,Mezzana,1990-10-26T14:27:40
Excessive Precipitation,Medium,Arco,1990-10-26T13:36:10
Solid Precipitation,Critical,Trento,1990-10-27T14:24:01
Too Cold Temperature,Low,Telve,1990-10-28T13:22:02
Excessive Precipitation,Low,Predazzo,1990-10-28T23:52:51
Too Cold Temperature,Medium,Telve,1990-10-29T06:29:08
Reduced Visibility,Critical,Rovereto,1990-10-29T11:14:00
Too Cold Temperature,Critical,Mezzana,1990-10-30T01:21:15
Reduced Visibility,Medium,Povo,1990-11-01T20:09:08
Excessive Precipitation,High,Tenno,1990-11-01T22:01:24
Prolonged Low Precipitation,High,Trento,1990-11-01T21:22:51
Prolonged Low Precipitation,High,Telve,1990-11-03T01:18:21
Solid Precipitation,Low,Trento,1990-11-03T23:57:08
Excessive Wind,Low,Tenno,1990-11-03T10:12:26
Too Cold Temperature,Medium,Cavalese,1990-11-04T20:59:55
Prolonged Low Precipitation,High,Arco,1990-11-04T20:38:42
Reduced Visibility,Medium,Povo,1990-11-05T03:07:26
Reduced Visibility,Critical,Povo,1990-11-06T14:55:48
Prolonged Low Precipitation,Critical,Telve,1990-11-06T11:38:27
Solid Precipitation,Critical,Tenno,1990-11-06T04:52:17
Too Cold Temperature,Medium,Lavarone,1990-11-08T02:28:32
Excessive Wind,Low,Telve,1990-11-08T01:25:03
Excessive Precipitation,Low,Predazzo,1990-11-08T15:48:51
Prolonged Low Precipitation,Low,Rovereto,1990-11-10T20:18:16
Excessive Precipitation,Critical,Telve,1990-11-10T08:01:17
Excessive Precipitation,Critical,Arco,1990-11-10T14:12:38
Excessive Precipitation,High,Mezzana,1990-11-12T12:35:58
Solid Precipitation,Medium,Lavarone,1990-11-12T02:12:43
Too Hot Temperature,Critical,Arco,1990-11-13T01:21:45
Too Hot Temperature,Medium,Predazzo,1990-11-13T06:57:31
Excessive Precipitation,High,Predazzo,1990-11-17T23:48:29
Solid Precipitation,Low,Arco,1990-11-17T15:26:35
Too Hot Temperature,High,Rovereto,1990-11-17T06:24:00
Too Hot Temperature,Medium,Cavalese,1990-11-18T10:52:01
Excessive Precipitation,Low,Mezzana,1990-11-21T08:04:04
Prolonged Low Precipitation,Medium,Lavarone,1990-11-22T21:01:34
Reduced Visibility,High,Mezzana,1990-11-22T19:29:10
Excessive Wind,Medium,Telve,1990-11-22T21:58:26
Solid Precipitation,High,Povo,1990-11-24T03:40:46
Reduced Visibility,Medium,Lavarone,1990-11-25T10:13:32
Prolonged Low Precipitation,High,Arco,1990-11-26T02:43:07
Prolonged Low Precipitation,Low,Telve,1990-11-26T10:09:41
Excessive Precipitation,High,Predazzo,1990-11-26T03:51:51
Reduced Visibility,Medium,Povo,1990-11-27T01:02:35
Solid Precipitation,Low,Rovereto,1990-11-28T03:34:06
Excessive Wind,Low,Arco,1990-11-28T05:13:18
Excessive Wind,Low,Povo,1990-11-28T02:24:51
Reduced Visibility,Medium,Rovereto,1990-11-30T21:56:42
Too Cold Temperature,High,Trento,1990-11-30T12:09:23
Excessive Wind,High,Tenno,1990-11-30T15:55:30
Reduced Visibility,High,Mezzana,1990-12-01T02:45:03
Reduced Visibility,Medium,Arco,1990-12-01T17:57:14
Prolonged Low Precipitation,High,Lavarone,1990-12-01T14:07:31
Excessive Wind,Medium,Rovereto,1990-12-02T22:49:25
Reduced Visibility,Critical,Lavarone,1990-12-03T01:14:14
Excessive Wind,Low,Cavalese,1990-12-03T22:03:15
Solid Precipitation,High,Lavarone,1990-12-03T08:52:29
Excessive Precipitation,Low,Mezzana,1990-12-04T12:30:21
Too Hot Temperature,Critical,Povo,1990-12-05T10:49:48
Excessive Precipitation,Critical,Cavalese,1990-12-05T12:17:19
Too Cold Temperature,Medium,Mezzana,1990-12-05T10:52:34
Prolonged Low Precipitation,Medium,Telve,1990-12-06T03:25:28
Excessive Precipitation,High,Arco,1990-12-08T12:54:22
Too Hot Temperature,Critical,Mezzana,1990-12-08T19:56:31
Solid Precipitation,Low,Trento,1990-12-09T21:27:13
Excessive Wind,High,Rovereto,1990-12-12T18:51:29
Too Hot Temperature,High,Cavalese,1990-12-12T10:38:01
Too Cold Temperature,Medium,Mezzana,1990-12-12T06:42:57
Too Hot Temperature,Critical,Trento,1990-12-15T11:53:13
Reduced Visibility,Medium,Lavarone,1990-12-16T17:01:43
Excessive Precipitation,Medium,Mezzana,1990-12-16T15:28:38
Too Hot Temperature,Low,Telve,1990-12-16T17:26:24
Excessive Precipitation,High,Mezzana,1990-12-17T18:07:27
Too Hot Temperature,Low,Telve,1990-12-17T06:15:10
Excessive Wind,Medium,Predazzo,1990-12-18T01:55:09
Excessive Wind,High,Arco,1990-12-18T10:16:04
Solid Precipitation,High,Mezzana,1990-12-19T19:10:56
Excessive Precipitation,Medium,Cavalese,1990-12-20T13:01:52
Prolonged Low Precipitation,Critical,Mezzana,1990-12-21T21:39:06
Reduced Visibility,Medium,Trento,1990-12-21T08:11:25
Too Hot Temperature,Medium,Tenno,1990-12-21T06:05:26
Reduced Visibility,Critical,Telve,1990-12-22T22:05:59
Excessive Precipitation,Critical,Lavarone,1990-12-22T02:15:38
Too Hot Temperature,Critical,Telve,1990-12-22T08:32:55
Too Hot Temperature,Medium,Tenno,1990-12-24T08:06:28
Prolonged Low Precipitation,Critical,Cavalese,1990-12-25T21:35:37
Excessive Wind,High,Cavalese,1990-12-25T15:23:27
Too Hot Temperature,High,Trento,1990-12-26T06:17:26
Too Cold Temperature,Low,Cavalese,1990-12-26T17:35:01
Prolonged Low Precipitation,Critical,Arco,1990-12-27T22:44:11
Solid Precipitation,Critical,Povo,1990-12-27T07:33:48
Excessive Wind,High,Lavarone,1990-12-30T20:09:27
Solid Precipitation,Low,Povo,1990-12-31T04:27:54
Too Cold Temperature,Low,Arco,1990-12-31T18:23:18
Solid Precipitation,Medium,Predazzo,1990-12-31T17:18:38
Excessive Wind,Critical,Trento,1991-01-01T03:52:25
Prolonged Low Precipitation,High,Mezzana,1991-01-01T21:31:17
Excessive Wind,High,Arco,1991-01-01T20:30:20
Solid Precipitation,Critical,Lavarone,1991-01-03T06:56:29
Excessive Wind,Low,Arco,1991-01-03T01:11:45
Prolonged Low Precipitation,Low,Trento,1991-01-03T10:56:07
Solid Precipitation,High,Lavarone,1991-01-05T11:42:21
Too Cold Temperature,Critical,Trento,1991-01-06T17:17:02
Solid Precipitation,High,Cavalese,1991-01-06T12:49:05
Reduced Visibility,High,Predazzo,1991-01-07T10:01:38
Too Hot Temperature,High,Cavalese,1991-01-08T18:52:33
Solid Precipitation,High,Telve,1991-01-08T05:12:18
Too Cold Temperature,High,Arco,1991-01-09T21:39:18
Prolonged Low Precipitation,Medium,Lavarone,1991-01-10T01:14:02
Solid Precipitation,High,Povo,1991-01-10T22:59:52
Solid Precipitation,High,Trento,1991-01-11T19:40:54
Reduced Visibility,Critical,Tenno,1991-01-11T06:57:54
Reduced Visibility,High,Tenno,1991-01-12T23:26:33
Excessive Wind,High,Cavalese,1991-01-12T05:03:18
Reduced Visibility,Medium,Predazzo,1991-01-13T09:09:34
Excessive Precipitation,Low,Trento,1991-01-13T06:57:42
Too Cold Temperature,Medium,Rovereto,1991-01-13T17:54:19
Reduced Visibility,Critical,Rovereto,1991-01-14T17:22:22
Excessive Wind,Low,Telve,1991-01-15T23:50:52
Excessive Precipitation,Medium,Trento,1991-01-15T09:07:18
Solid Precipitation,Critical,Lavarone,1991-01-15T13:01:11
Too Hot Temperature,Low,Cavalese,1991-01-16T11:46:26
Excessive Wind,Medium,Rovereto,1991-01-18T17:47:38
Excessive Precipitation,Medium,Mezzana,1991-01-19T14:07:18
Too Cold Temperature,Critical,Rovereto,1991-01-19T05:20:54
Reduced Visibility,High,Mezzana,1991-01-20T20:38:11
Prolonged Low Precipitation,High,Povo,1991-01-22T07:08:40
Excessive Precipitation,Critical,Telve,1991-01-23T14:45:10
Prolonged Low Precipitation,High,Arco,1991-01-23T15:39:22
Prolonged Low Precipitation,Medium,Arco,1991-01-24T18:59:14
Reduced Visibility,High,Rovereto,1991-01-26T09:22:18
Excessive Wind,Medium,Mezzana,1991-01-27T19:25:04
Excessive Wind,Low,Rovereto,1991-01-27T21:21:17
Reduced Visibility,Critical,Arco,1991-01-27T10:16:43
Too Hot Temperature,Critical,Cavalese,1991-01-28T12:46:07
Too Hot Temperature,Critical,Rovereto,1991-01-28T09:59:20
Too Hot Temperature,Low,Rovereto,1991-01-30T08:54:51
Excessive Precipitation,Low,Rovereto,1991-02-01T10:25:41
Reduced Visibility,High,Trento,1991-02-01T09:46:13
Too Hot Temperature,Critical,Lavarone,1991-02-01T19:20:16
Too Cold Temperature,High,Telve,1991-02-02T09:07:25
Excessive Wind,Critical,Rovereto,1991-02-02T19:43:07
Reduced Visibility,Low,Tenno,1991-02-03T15:52:50
Excessive Precipitation,High,Trento,1991-02-03T18:30:45
Excessive Precipitation,High,Lavarone,1991-02-04T13:24:45
Prolonged Low Precipitation,Low,Rovereto,1991-02-04T03:46:34
Prolonged Low Precipitation,Low,Arco,1991-02-04T21:44:44
Excessive Wind,Critical,Mezzana,1991-02-06T03:00:18
Excessive Wind,Critical,Tenno,1991-02-06T15:42:15
Solid Precipitation,Medium,Lavarone,1991-02-07T10:49:25
Solid Precipitation,Low,Tenno,1991-02-07T20:38:39
Too Hot Temperature,Medium,Tenno,1991-02-07T23:18:12
Excessive Precipitation,Critical,Telve,1991-02-08T22:38:00
Excessive Precipitation,Low,Lavarone,1991-02-08T21:51:45
Excessive Wind,Medium,Rovereto,1991-02-08T15:27:36
Excessive Precipitation,Critical,Tenno,1991-02-09T05:08:42
Too Cold Temperature,Critical,Povo,1991-02-10T01:53:16
Excessive Wind,Medium,Mezzana,1991-02-12T10:25:40
Prolonged Low Precipitation,High,Povo,1991-02-13T03:02:38
Excessive Wind,Low,Lavarone,1991-02-13T09:03:47
Excessive Precipitation,Critical,Telve,1991-02-14T23:54:46
Solid Precipitation,Medium,Trento,1991-02-14T23:43:28
Excessive Wind,Medium,Predazzo,1991-02-15T01:24:04
Solid Precipitation,Low,Lavarone,1991-02-15T23:39:03
Too Hot Temperature,High,Lavarone,1991-02-15T12:44:13
Excessive Precipitation,High,Povo,1991-02-16T12:58:56
Too Cold Temperature,Critical,Tenno,1991-02-17T10:13:10
Reduced Visibility,Low,Tenno,1991-02-18T02:47:57
Prolonged Low Precipitation,Low,Arco,1991-02-20T10:51:57
Too Cold Temperature,High,Rovereto,1991-02-22T01:59:15
Prolonged Low Precipitation,Low,Lavarone,1991-02-22T12:11:02
Too Hot Temperature,Critical,Telve,1991-02-22T17:23:39
Too Hot Temperature,Low,Cavalese,1991-02-23T02:31:47
Too Cold Temperature,Low,Povo,1991-02-23T00:23:39
Reduced Visibility,Critical,Telve,1991-02-23T18:50:15
Prolonged Low Precipitation,Low,Povo,1991-02-24T13:54:20
Prolonged Low Precipitation,High,Cavalese,1991-02-25T03:25:31
Excessive Precipitation,High,Povo,1991-02-25T21:59:39
Prolonged Low Precipitation,High,Predazzo,1991-03-03T14:35:59
Prolonged Low Precipitation,Low,Rovereto,1991-03-03T11:23:20
Prolonged Low Precipitation,Medium,Predazzo,1991-03-04T06:31:40
Too Hot Temperature,Medium,Trento,1991-03-04T00:02:41
Excessive Precipitation,High,Lavarone,1991-03-04T10:56:00
Excessive Wind,Low,Tenno,1991-03-07T13:09:03
Too Hot Temperature,High,Predazzo,1991-03-07T08:58:35
Excessive Precipitation,Low,Lavarone,1991-03-08T20:18:23
Too Cold Temperature,Medium,Predazzo,1991-03-08T03:09:19
Prolonged Low Precipitation,Critical,Lavarone,1991-03-08T13:12:36
Reduced Visibility,Critical,Tenno,1991-03-09T03:38:44
Too Cold Temperature,Medium,Telve,1991-03-10T06:38:01
Excessive Precipitation,Medium,Povo,1991-03-10T14:23:58
Reduced Visibility,Medium,Tenno,1991-03-10T07:54:29
Solid Precipitation,Critical,Predazzo,1991-03-11T23:50:50
Too Cold Temperature,Critical,Cavalese,1991-03-11T11:00:40
Excessive Wind,Low,Trento,1991-03-11T18:15:09
Solid Precipitation,High,Mezzana,1991-03-12T14:01:58
Excessive Precipitation,High,Predazzo,1991-03-16T16:34:40
Excessive Precipitation,Medium,Predazzo,1991-03-16T15:29:04
Too Hot Temperature,Medium,Predazzo,1991-03-16T00:35:43
Too Cold Temperature,High,Tenno,1991-03-17T04:25:18
Too Cold Temperature,High,Rovereto,1991-03-17T04:51:03
Solid Precipitation,Medium,Trento,1991-03-18T10:35:29
Reduced Visibility,Medium,Trento,1991-03-18T03:55:06
Excessive Precipitation,High,Cavalese,1991-03-19T04:59:50
Too Cold Temperature,Low,Arco,1991-03-19T08:08:34
Too Cold Temperature,High,Mezzana,1991-03-20T18:12:21
Prolonged Low Precipitation,High,Tenno,1991-03-20T22:50:31
Excessive Wind,Low,Rovereto,1991-03-20T16:00:57
Prolonged Low Precipitation,High,Trento,1991-03-21T12:09:17
Excessive Wind,High,Arco,1991-03-22T21:27:45
Solid Precipitation,High,Rovereto,1991-03-22T17:03:04
Reduced Visibility,Medium,Arco,1991-03-22T04:15:57
Prolonged Low Precipitation,Medium,Povo,1991-03-23T19:01:33
Solid Precipitation,Critical,Rovereto,1991-03-23T08:37:02
Reduced Visibility,Low,Trento,1991-03-23T15:44:19
Too Hot Temperature,High,Mezzana,1991-03-24T08:04:29
Reduced Visibility,Low,Telve,1991-03-24T01:58:47
Reduced Visibility,High,Arco,1991-03-24T07:52:32
Too Hot Temperature,Critical,Arco,1991-03-28T09:49:53
Prolonged Low Precipitation,High,Povo,1991-03-28T11:48:22
Solid Precipitation,High,Mezzana,1991-03-29T13:48:32
Too Hot Temperature,Low,Povo,1991-04-02T17:04:45
Prolonged Low Precipitation,High,Rovereto,1991-04-03T08:24:17
Excessive Wind,Critical,Predazzo,1991-04-03T02:09:39
Too Cold Temperature,Medium,Trento,1991-04-03T01:19:15
Prolonged Low Precipitation,High,Trento,1991-04-04T18:33:30
Excessive Wind,Medium,Rovereto,1991-04-07T00:53:45
Too Cold Temperature,Low,Rovereto,1991-04-08T08:14:42
Solid Precipitation,Critical,Telve,1991-04-09T18:43:45
Reduced Visibility,Low,Povo,1991-04-09T15:12:39
Reduced Visibility,High,Tenno,1991-04-09T19:17:17
Reduced Visibility,Medium,Tenno,1991-04-10T09:04:04
Too Cold Temperature,Medium,Trento,1991-04-10T08:49:13
Too Cold Temperature,Medium,Rovereto,1991-04-10T22:19:13
Too Hot Temperature,High,Tenno,1991-04-11T11:43:37
Reduced Visibility,High,Tenno,1991-04-14T08:57:56
Too Hot Temperature,Medium,Rovereto,1991-04-14T11:59:01
Prolonged Low Precipitation,Low,Povo,1991-04-14T22:06:18
Solid Precipitation,High,Telve,1991-04-17T05:19:05
Excessive Wind,High,Telve,1991-04-20T04:17:49
Excessive Precipitation,Critical,Tenno,1991-04-20T10:01:23
Excessive Precipitation,Critical,Povo,1991-04-21T17:05:15
Solid Precipitation,High,Trento,1991-04-22T00:10:43
Excessive Precipitation,Low,Rovereto,1991-04-22T03:09:56
Solid Precipitation,Low,Povo,1991-04-22T20:38:46
Prolonged Low Precipitation,Medium,Mezzana,1991-04-23T17:53:14
Reduced Visibility,Critical,Povo,1991-04-23T08:10:23
Solid Precipitation,Low,Trento,1991-04-24T06:35:22
Solid Precipitation,Critical,Trento,1991-04-24T03:44:59
Excessive Precipitation,Low,Arco,1991-04-25T01:47:40
Reduced Visibility,Low,Povo,1991-04-25T01:48:38
Excessive Precipitation,Low,Lavarone,1991-04-26T15:25:11
Solid Precipitation,Medium,Cavalese,1991-04-26T22:59:27
Too Hot Temperature,Low,Cavalese,1991-04-26T21:12:51
Prolonged Low Precipitation,Medium,Mezzana,1991-04-27T01:24:51
Excessive Wind,Low,Trento,1991-04-27T04:04:40
Excessive Precipitation,Low,Rovereto,1991-04-27T03:29:03
Excessive Wind,Critical,Cavalese,1991-04-28T04:47:39
Too Cold Temperature,Critical,Arco,1991-04-30T13:11:12
Reduced Visibility,Low,Povo,1991-04-30T11:33:13
Prolonged Low Precipitation,Critical,Povo,1991-05-02T13:05:46
Too Hot Temperature,Low,Trento,1991-05-03T20:47:25
Prolonged Low Precipitation,Low,Arco,1991-05-03T03:20:43
Reduced Visibility,Critical,Rovereto,1991-05-03T09:35:32
Too Cold Temperature,Medium,Lavarone,1991-05-04T09:58:36
Prolonged Low Precipitation,High,Tenno,1991-05-04T04:25:33
Too Hot Temperature,Low,Mezzana,1991-05-04T17:05:34
Too Hot Temperature,Low,Tenno,1991-05-05T23:22:34
Too Hot Temperature,High,Rovereto,1991-05-05T16:00:56
Prolonged Low Precipitation,Critical,Lavarone,1991-05-05T21:30:54
Solid Precipitation,Critical,Rovereto,1991-05-06T11:01:34
Too Hot Temperature,Critical,Trento,1991-05-06T03:36:58
Excessive Wind,Low,Mezzana,1991-05-06T00:20:10
Solid Precipitation,Low,Predazzo,1991-05-07T02:58:53
Reduced Visibility,High,Lavarone,1991-05-07T09:00:42
Excessive Precipitation,Critical,Rovereto,1991-05-07T05:02:40
Too Hot Temperature,Low,Cavalese,1991-05-08T04:39:26
Prolonged Low Precipitation,Low,Telve,1991-05-09T19:00:09
Prolonged Low Precipitation,High,Trento,1991-05-09T23:10:27
Excessive Wind,High,Predazzo,1991-05-10T03:29:11
Reduced Visibility,Low,Trento,1991-05-11T18:23:33
Too Hot Temperature,Low,Tenno,1991-05-12T12:32:34
Too Hot Temperature,Low,Cavalese,1991-05-12T14:05:41
Excessive Precipitation,Low,Tenno,1991-05-12T02:13:04
Too Cold Temperature,High,Telve,1991-05-13T09:08:39
Excessive Precipitation,High,Rovereto,1991-05-13T17:14:41
Too Cold Temperature,High,Povo,1991-05-14T00:17:25
Solid Precipitation,Critical,Povo,1991-05-14T02:17:02
Too Hot Temperature,Critical,Lavarone,1991-05-14T21:32:59
Too Hot Temperature,Low,Tenno,1991-05-15T01:03:55
Reduced Visibility,Medium,Rovereto,1991-05-15T05:28:39
Too Cold Temperature,Low,Arco,1991-05-16T09:53:23
Too Hot Temperature,Low,Lavarone,1991-05-17T21:55:35
Solid Precipitation,Low,Predazzo,1991-05-18T00:25:07
Excessive Wind,High,Trento,1991-05-18T20:58:38
Too Cold Temperature,Low,Cavalese,1991-05-18T16:37:26
Excessive Wind,Medium,Trento,1991-05-19T10:27:36
Excessive Precipitation,Critical,Telve,1991-05-19T21:17:59
Too Hot Temperature,Medium,Tenno,1991-05-20T00:38:41
Too Cold Temperature,Low,Predazzo,1991-05-21T04:57:55
Prolonged Low Precipitation,High,Arco,1991-05-22T01:56:14
Excessive Precipitation,Critical,Cavalese,1991-05-22T08:27:49
Too Hot Temperature,Medium,Povo,1991-05-24T20:15:26
Reduced Visibility,High,Povo,1991-05-25T23:21:10
Reduced Visibility,Medium,Arco,1991-05-25T22:50:13
Too Hot Temperature,Medium,Trento,1991-05-26T21:49:21
Reduced Visibility,Low,Mezzana,1991-05-26T14:37:55
Prolonged Low Precipitation,Low,Povo,1991-05-26T22:58:02
Too Cold Temperature,Medium,Lavarone,1991-05-27T15:20:08
Prolonged Low Precipitation,Critical,Povo,1991-05-27T18:48:39
Prolonged Low Precipitation,Critical,Povo,1991-05-29T08:59:54
Prolonged Low Precipitation,Medium,Predazzo,1991-05-30T04:43:26
Excessive Wind,Low,Telve,1991-05-30T04:01:28
Solid Precipitation,Medium,Lavarone,1991-05-31T19:59:17
Too Cold Temperature,Medium,Trento,1991-06-01T21:51:56
Too Cold Temperature,High,Telve,1991-06-01T00:15:00
Too Hot Temperature,Critical,Trento,1991-06-01T07:58:58
Prolonged Low Precipitation,Medium,Arco,1991-06-02T01:32:51
Excessive Wind,Critical,Rovereto,1991-06-02T22:57:30
Excessive Wind,High,Arco,1991-06-02T00:50:35
Solid Precipitation,Low,Arco,1991-06-03T16:58:17
Solid Precipitation,Critical,Arco,1991-06-03T11:11:20
Reduced Visibility,High,Cavalese,1991-06-03T17:09:09
Excessive Wind,Low,Povo,1991-06-05T04:11:46
Too Hot Temperature,High,Trento,1991-06-06T09:35:05
Prolonged Low Precipitation,Low,Arco,1991-06-06T02:42:40
Too Hot Temperature,Low,Rovereto,1991-06-06T18:36:19
Excessive Wind,Low,Povo,1991-06-08T04:01:37
Excessive Wind,Medium,Trento,1991-06-08T17:13:38
Excessive Wind,Low,Rovereto,1991-06-09T12:21:08
Too Cold Temperature,High,Mezzana,1991-06-11T20:23:27
Too Hot Temperature,High,Tenno,1991-06-11T13:58:32
Excessive Precipitation,Medium,Trento,1991-06-11T23:37:33
Excessive Wind,Critical,Povo,1991-06-13T05:55:49
Excessive Wind,Critical,Arco,1991-06-13T13:35:20
Excessive Wind,Low,Cavalese,1991-06-14T13:30:00
